step           time         Umax       divMax           dU  ItrP          ResP
3070   1.918750e+01   1.0000e+00   4.0716e+00   1.1166e-03    84   9.59173e-06
3080   1.925000e+01   1.0000e+00   4.0720e+00   1.1088e-03    84   9.59420e-06
3090   1.931250e+01   1.0000e+00   4.0724e+00   1.1010e-03    84   9.59665e-06
3100   1.937500e+01   1.0000e+00   4.0728e+00   1.0933e-03    84   9.59906e-06
3110   1.943750e+01   1.0000e+00   4.0732e+00   1.0857e-03    84   9.60146e-06
3120   1.950000e+01   1.0000e+00   4.0736e+00   1.0781e-03    84   9.60382e-06
3130   1.956250e+01   1.0000e+00   4.0740e+00   1.0705e-03    84   9.60616e-06
3140   1.962500e+01   1.0000e+00   4.0743e+00   1.0629e-03    84   9.60847e-06
3150   1.968750e+01   1.0000e+00   4.0747e+00   1.0554e-03    84   9.61076e-06
3160   1.975000e+01   1.0000e+00   4.0751e+00   1.0480e-03    84   9.61302e-06
3170   1.981250e+01   1.0000e+00   4.0755e+00   1.0406e-03    84   9.61526e-06
3180   1.987500e+01   1.0000e+00   4.0758e+00   1.0332e-03    84   9.61747e-06
3190   1.993750e+01   1.0000e+00   4.0762e+00   1.0259e-03    84   9.61965e-06
3200   2.000000e+01   1.0000e+00   4.0766e+00   1.0186e-03    84   9.62181e-06
