step time dt Umax CFL divMax Pitr Pres
540 8.334364223784803 0.015343887778505762 1.0 0.4157327879998773 11.846494482903239 18 8.204064444921775e-6
550 8.48780305471775 0.01534387932930463 1.0 0.41573157184348564 11.846467821975981 18 8.203812677485016e-6
560 8.6412418037296 0.01534387134938716 1.0 0.41573053054515513 11.846446027008367 18 8.203593499560291e-6
570 8.7946804755618 0.015343863846173537 1.0 0.4157296394142851 11.846428304075193 18 8.203402592753218e-6
580 8.948119074982113 0.01534385681868589 1.0 0.4157288771874409 11.846413980773923 18 8.203236222213044e-6
590 9.101557606711282 0.01534385025943491 1.0 0.41572822556149713 11.846402488430572 18 8.20309115409255e-6
600 9.254996075366773 0.015343844155980146 1.0 0.4157276687889523 11.846393346816315 18 8.202964590099107e-6
610 9.408434485420516 0.015343838492214028 1.0 0.4157271933273093 11.846386151034416 18 8.2028541065521e-6
620 9.56187284116819 0.015343833249411734 1.0 0.41572678753555753 11.846380560279876 18 8.202757603631428e-6
630 9.715311146707888 0.015343828407083725 1.0 0.4157264414116395 11.846376288214287 18 8.202673262201754e-6
640 9.868749405926387 0.015343823943663336 1.0 0.41572614636545424 11.846373094731167 18 8.20259950495665e-6
650 10.022187622491472 0.015343819837055246 1.0 0.4157258950227399 11.846370778917516 18 8.202534964229721e-6
660 10.17562579984915 0.015343816065068563 1.0 0.4157256810557216 11.84636917304372 18 8.20247845304033e-6
670 10.329063941224591 0.015343812605754145 1.0 0.41572549903694683 11.846368137436379 18 8.202428942128684e-6
680 10.482502049626051 0.015343809437662727 1.0 0.41572534431319763 11.84636755610862 18 8.202385536523835e-6
690 10.63594012785096 0.015343806540037929 1.0 0.41572521289677394 11.846367333039966 18 8.202347459060561e-6
700 10.789378178493672 0.01534380389295595 1.0 0.41572510137179614 11.84636738901222 18 8.20231403429717e-6
710 10.942816203954349 0.015343801477421978 1.0 0.4157250068134976 11.846367658921684 18 8.202284674877977e-6
720 11.09625420644861 0.01534379927543167 1.0 0.41572492671873434 11.846368089498398 18 8.202258869738485e-6
730 11.249692188017645 0.015343797270004636 1.0 0.4157248589461739 11.846368637373228 18 8.20223617402924e-6
740 11.403130150538539 0.01534379544519577 1.0 0.41572480166484116 11.846369267441728 18 8.202216200284577e-6
750 11.55656809573459 0.015343793786089216 1.0 0.4157247533098696 11.846369951481178 18 8.202198610871361e-6
760 11.710006025185521 0.015343792278779033 1.0 0.41572471254446813 11.846370666983367 18 8.202183111188878e-6
770 11.86344394033741 0.015343790910339716 1.0 0.41572467822724196 11.846371396170904 18 8.202169444457936e-6
780 12.016881842512298 0.015343789668789404 1.0 0.41572464938412423 11.84637212516964 18 8.202157386200549e-6
790 12.170319732917415 0.01534378854304785 1.0 0.4157246251842807 11.846372843313606 18 8.202146740808429e-6
800 12.323757612653925 0.015343787522890997 1.0 0.41572460491943236 11.846373542562409 18 8.202137337044637e-6
810 12.477195482725246 0.015343786598903534 1.0 0.4157245879861595 11.846374217013993 18 8.202129025057254e-6
820 12.630633344044861 0.015343785762430596 1.0 0.4157245738705859 11.846374862497896 18 8.202121673864032e-6
830 12.784071197443662 0.015343785005529477 1.0 0.415724562135411 11.846375476236595 18 8.202115168652081e-6
840 12.937509043676814 0.015343784320922052 1.0 0.41572455240875755 11.846376056564447 18 8.202109408830425e-6
850 13.090946883430126 0.015343783701948437 1.0 0.4157245443745881 11.846376602695038 18 8.20210430617775e-6
860 13.244384717326009 0.015343783142522242 1.0 0.41572453776451457 11.846377114529176 18 8.202099783273563e-6
870 13.397822545928959 0.01534378263708775 1.0 0.4157245323507894 11.84637759249711 18 8.202095772153351e-6
880 13.551260369750642 0.015343782180579146 1.0 0.4157245279403122 11.846378037429382 18 8.202092213065214e-6
890 13.704698189254584 0.015343781768381977 1.0 0.4157245243695039 11.846378450451654 18 8.202089053495386e-6
900 13.858136004860476 0.015343781396296831 1.0 0.41572452149992534 11.846378832899507 18 8.20208624727637e-6
910 14.011573816948129 0.015343781060505322 1.0 0.4157245192145349 11.846379186249864 18 8.202083753680329e-6
920 14.165011625861128 0.015343780757538275 1.0 0.4157245174144917 11.846379512066251 18 8.202081536878717e-6
930 14.31844943191014 0.015343780484246136 1.0 0.41572451601642724 11.846379811955469 18 8.202079565259885e-6
940 14.471887235375974 0.015343780237771491 1.0 0.415724514950117 11.846380087533658 18 8.202077810914735e-6
950 14.625325036512344 0.015343780015523641 1.0 0.4157245141564945 11.846380340400161 18 8.202076249258549e-6
960 14.778762835548413 0.015343779815155086 1.0 0.4157245135859586 11.846380572117663 18 8.202074858598609e-6
970 14.932200632691107 0.01534377963453988 1.0 0.41572451319693066 11.846380784197562 18 8.202073619717216e-6
980 15.085638428127218 0.01534377947175371 1.0 0.4157245129546264 11.84638097808945 18 8.202072515654194e-6
990 15.239076222025318 0.015343779325055587 1.0 0.4157245128300092 11.846381155174015 18 8.202071531357566e-6
1000 15.392514014537495 0.015343779192871103 1.0 0.4157245127989015 11.846381316758588 18 8.202070653541733e-6
1010 15.545951805800943 0.01534377907377706 1.0 0.4157245128412275 11.846381464074861 18 8.20206987042207e-6
1020 15.699389595939376 0.015343778966487443 1.0 0.4157245129403698 11.846381598278219 18 8.202069171535376e-6
1030 15.852827385064364 0.015343778869840612 1.0 0.4157245130826243 11.84638172044841 18 8.202068547649884e-6
1040 16.006265173276468 0.015343778782787608 1.0 0.41572451325673565 11.84638183159117 18 8.20206799054062e-6
1050 16.15970296066634 0.015343778704381516 1.0 0.41572451345350514 11.846381932640565 18 8.20206749289269e-6
1060 16.313140747315682 0.015343778633767782 1.0 0.41572451366545715 11.846382024461853 18 8.202067048256826e-6
1070 16.466578533298108 0.01534377857017539 1.0 0.4157245138865572 11.84638210785474 18 8.202066650879166e-6
1080 16.620016318679944 0.015343778512908876 1.0 0.41572451411197336 11.846382183556797 18 8.202066295621459e-6
1090 16.773454103520947 0.015343778461341055 1.0 0.41572451433787483 11.846382252247055 18 8.202065977955426e-6
1100 16.926891887874945 0.015343778414906436 1.0 0.4157245145612617 11.846382314549594 18 8.202065693824851e-6
1110 17.08032967179043 0.015343778373095238 1.0 0.41572451477982114 11.846382371037143 18 8.202065439632351e-6
1120 17.233767455311064 0.015343778335447998 1.0 0.41572451499180746 11.846382422234573 18 8.202065212170638e-6
1130 17.38720523847617 0.01534377830155065 1.0 0.4157245151959394 11.846382468622323 18 8.202065008579588e-6
1140 17.54064302132117 0.015343778271030109 1.0 0.4157245153913157 11.846382510639645 18 8.202064826305254e-6
1150 17.694080803877956 0.015343778243550238 1.0 0.41572451557734347 11.846382548687728 18 8.202064663086423e-6
1160 17.84751858617524 0.015343778218808248 1.0 0.41572451575367814 11.846382583132666 18 8.202064516908648e-6
1170 18.00095636823887 0.015343778196531398 1.0 0.41572451592017395 11.846382614308217 18 8.202064385960878e-6
1180 18.154394150092138 0.01534377817647405 1.0 0.4157245160768426 11.846382642518439 18 8.202064268636976e-6
1190 18.30783193175599 0.015343778158414981 1.0 0.41572451622381806 11.846382668040125 18 8.20206416350471e-6
1200 18.46126971324931 0.015343778142154992 1.0 0.41572451636132923 11.846382691125084 18 8.202064069272146e-6
1210 18.614707494589076 0.015343778127514697 1.0 0.4157245164896753 11.846382712002244 18 8.202063984801954e-6
1220 18.768145275790584 0.015343778114332598 1.0 0.4157245166092078 11.846382730879643 18 8.202063909059807e-6
1230 18.921583056867604 0.015343778102463278 1.0 0.4157245167203139 11.846382747946194 18 8.202063841142998e-6
1240 19.075020837832533 0.015343778091775817 1.0 0.4157245168234037 11.846382763373406 18 8.202063780230352e-6
1250 19.228458618696525 0.015343778082152362 1.0 0.4157245169189009 11.84638277731689 18 8.202063725601307e-6
1260 19.381896399469642 0.0153437780734868 1.0 0.4157245170072332 11.846382789917781 18 8.20206367656848e-6
1270 19.53533418016092 0.01534377806568362 1.0 0.4157245170888272 11.846382801304044 18 8.202063632588253e-6
1280 19.688771960778503 0.015343778058656832 1.0 0.4157245171641025 11.846382811591651 18 8.202063593108115e-6
1290 19.842209741329725 0.01534377805232903 1.0 0.4157245172334681 11.846382820885683 18 8.202063557677473e-6
1300 19.99564752182118 0.015343778046630547 1.0 0.41572451729731996 11.84638282928132 18 8.202063525872836e-6
1310 20.149085302258815 0.01534377804149865 1.0 0.41572451735603766 11.84638283686474 18 8.202063497320588e-6
1320 20.30252308264798 0.015343778036876882 1.0 0.4157245174099843 11.846382843713966 18 8.202063471688097e-6
1330 20.455960862993493 0.015343778032714415 1.0 0.41572451745950484 11.846382849899614 18 8.20206344865986e-6
1340 20.609398643299695 0.015343778028965497 1.0 0.41572451750492606 11.846382855485581 18 8.20206342797892e-6
1350 20.762836423570484 0.015343778025588943 1.0 0.4157245175465559 11.846382860529674 18 8.202063409402417e-6
1360 20.916274203809387 0.015343778022547676 1.0 0.415724517584684 11.846382865084173 18 8.202063392721316e-6
1370 21.06971198401956 0.015343778019808322 1.0 0.4157245176195818 11.846382869196374 18 8.202063377730703e-6
1380 21.223149764203857 0.015343778017340834 1.0 0.4157245176515031 11.846382872909025 18 8.202063364262093e-6
1390 21.376587544364853 0.015343778015118156 1.0 0.41572451768068464 11.846382876260785 18 8.20206335215394e-6
1400 21.530025324504848 0.015343778013115945 1.0 0.41572451770734686 11.846382879286594 18 8.202063341274188e-6
1410 21.68346310462593 0.01534377801131227 1.0 0.41572451773169433 11.846382882018029 18 8.20206333148471e-6
1420 21.83690088472997 0.015343778009687399 1.0 0.4157245177539174 11.84638288448363 18 8.202063322699203e-6
1430 21.990338664818662 0.015343778008223563 1.0 0.4157245177741919 11.846382886709183 18 8.202063314793635e-6
1440 22.14377644489353 0.015343778006904752 1.0 0.41572451779268 11.846382888717995 18 8.202063307693628e-6
1450 22.297214224955937 0.015343778005716572 1.0 0.4157245178095327 11.846382890531109 18 8.202063301300305e-6
1460 22.45065200500712 0.015343778004646043 1.0 0.41572451782488795 11.846382892167542 18 8.202063295551214e-6
1470 22.6040897850482 0.015343778003681486 1.0 0.4157245178388739 11.846382893644465 18 8.202063290386075e-6
1480 22.75752756508016 0.015343778002812388 1.0 0.4157245178516078 11.846382894977395 18 8.202063285737667e-6
1490 22.91096534510391 0.015343778002029278 1.0 0.41572451786319786 11.846382896180337 18 8.2020632815572e-6
1500 23.06440312512026 0.015343778001323622 1.0 0.41572451787374315 11.84638289726594 18 8.202063277794368e-6
1510 23.21784090512994 0.015343778000687746 1.0 0.4157245178833352 11.846382898245642 18 8.202063274411657e-6
1520 23.371278685133614 0.01534377800011473 1.0 0.4157245178920572 11.846382899129742 18 8.202063271368519e-6
1530 23.524716465131874 0.015343777999598348 1.0 0.4157245178999862 11.846382899927557 18 8.202063268632643e-6
1540 23.678154245125256 0.015343777999132982 1.0 0.41572451790719195 11.846382900647498 18 8.202063266156542e-6
1550 23.831592025114247 0.015343777998713585 1.0 0.41572451791373877 11.846382901297156 18 8.202063263939132e-6
1560 23.985029805099266 0.015343777998335606 1.0 0.4157245179196857 11.846382901883382 18 8.202063261942899e-6
1570 24.138467585080715 0.015343777997994943 1.0 0.4157245179250862 11.846382902412362 18 8.202063260147894e-6
1580 24.29190536505895 0.015343777997687902 1.0 0.41572451792998927 11.846382902889683 18 8.202063258527228e-6
1590 24.445343145034283 0.01534377799741116 1.0 0.4157245179344399 11.846382903320379 18 8.202063257067458e-6
1600 24.598780925007002 0.015343777997161724 1.0 0.415724517938479 11.846382903709005 18 8.20206325575514e-6
1610 24.75221870497736 0.015343777996936887 1.0 0.4157245179421437 11.846382904059663 18 8.202063254575962e-6
1620 24.905656484945595 0.015343777996734219 1.0 0.41572451794546816 11.846382904376062 18 8.202063253514528e-6
1630 25.059094264911923 0.015343777996551532 1.0 0.4157245179484834 11.846382904661542 18 8.202063252559563e-6
1640 25.212532044876514 0.01534377799638685 1.0 0.41572451795121773 11.846382904919135 18 8.202063251698272e-6
1650 25.365969824839556 0.015343777996238395 1.0 0.41572451795369686 11.846382905151549 18 8.202063250918731e-6
1660 25.519407604801195 0.015343777996104568 1.0 0.4157245179559443 11.846382905361251 18 8.202063250219204e-6
1670 25.672845384761565 0.01534377799598392 1.0 0.4157245179579812 11.846382905550456 18 8.202063249587114e-6
1680 25.82628316472079 0.01534377799587515 1.0 0.415724517959827 11.846382905721168 18 8.202063249023112e-6
1690 25.979720944679 0.015343777995777096 1.0 0.4157245179614998 11.846382905875199 18 8.2020632485092e-6
1700 26.133158724636278 0.015343777995688689 1.0 0.415724517963015 11.84638290601417 18 8.202063248046896e-6
1710 26.286596504592723 0.015343777995608982 1.0 0.4157245179643876 11.846382906139555 18 8.202063247635116e-6
1720 26.440034284548403 0.01534377799553712 1.0 0.41572451796563087 11.846382906252684 18 8.202063247264319e-6
1730 26.593472064503413 0.015343777995472324 1.0 0.41572451796675663 11.846382906354751 18 8.202063246927132e-6
1740 26.74690984445781 0.015343777995413905 1.0 0.4157245179677762 11.846382906446847 18 8.202063246614665e-6
1750 26.90034762441166 0.015343777995361227 1.0 0.4157245179686991 11.846382906529936 18 8.202063246348819e-6
1760 27.053785404365005 0.015343777995313728 1.0 0.4157245179695346 11.8463829066049 18 8.202063246100537e-6
1770 27.207223184317904 0.0153437779952709 1.0 0.415724517970291 11.846382906672535 18 8.202063245883913e-6
1780 27.3606609642704 0.015343777995232281 1.0 0.41572451797097554 11.84638290673356 18 8.20206324568442e-6
1790 27.514098744222526 0.015343777995197459 1.0 0.4157245179715951 11.846382906788616 18 8.202063245497937e-6
1800 27.667536524174327 0.015343777995166057 1.0 0.41572451797215565 11.846382906838292 18 8.202063245333355e-6
1810 27.82097430412583 0.015343777995137739 1.0 0.41572451797266297 11.846382906883106 18 8.202063245191541e-6
1820 27.974412084077063 0.015343777995112199 1.0 0.4157245179731217 11.846382906923544 18 8.202063245060353e-6
1830 28.127849864028054 0.015343777995089174 1.0 0.41572451797353704 11.846382906960027 18 8.202063244937188e-6
1840 28.28128764397883 0.015343777995068404 1.0 0.41572451797391247 11.846382906992943 18 8.202063244835923e-6
1850 28.43472542392941 0.015343777995049674 1.0 0.41572451797425214 11.84638290702264 18 8.202063244737694e-6
1860 28.588163203879816 0.015343777995032781 1.0 0.4157245179745593 11.846382907049431 18 8.202063244651609e-6
1870 28.741600983830057 0.015343777995017549 1.0 0.41572451797483706 11.846382907073604 18 8.202063244572679e-6
1880 28.895038763780157 0.015343777995003811 1.0 0.4157245179750883 11.846382907095416 18 8.202063244500471e-6
1890 29.048476543730125 0.015343777994991422 1.0 0.41572451797531546 11.846382907115098 18 8.202063244434985e-6
1900 29.201914323679976 0.015343777994980243 1.0 0.4157245179755208 11.846382907132853 18 8.202063244379257e-6
1910 29.355352103629723 0.015343777994970166 1.0 0.41572451797570653 11.84638290714887 18 8.202063244326131e-6
1920 29.50878988357937 0.015343777994961076 1.0 0.4157245179758744 11.846382907163319 18 8.202063244281896e-6
1930 29.662227663528938 0.015343777994952876 1.0 0.4157245179760262 11.846382907176363 18 8.202063244237877e-6
1940 29.815665443478427 0.015343777994945483 1.0 0.4157245179761634 11.846382907188127 18 8.202063244201665e-6
1950 29.969103223427844 0.015343777994938811 1.0 0.41572451797628734 11.846382907198741 18 8.202063244164585e-6
1960 30.1225410033772 0.015343777994932795 1.0 0.41572451797639937 11.84638290720832 18 8.202063244135529e-6
1970 30.2759787833265 0.015343777994927369 1.0 0.4157245179765006 11.84638290721696 18 8.202063244106906e-6
1980 30.429416563275748 0.015343777994922474 1.0 0.41572451797659216 11.846382907224754 18 8.202063244078716e-6
1990 30.58285434322495 0.015343777994918059 1.0 0.4157245179766748 11.84638290723179 18 8.202063244064405e-6
2000 30.736292123174106 0.015343777994914076 1.0 0.4157245179767495 11.846382907238134 18 8.20206324403383e-6
